Episode,Steps,Total Reward,Epsilon,TD Error
461,1,-0.75,0.24955319817556032,0.08903864026069641
462,1,-0.75,0.24880453858103363,0.10914764553308487
463,1,-0.75,0.24805812496529053,0.06719527393579483
464,1,-0.75,0.24731395059039465,0.09911587834358215
465,1,-0.75,0.24657200873862348,0.09303558617830276
466,1,-0.75,0.2458322927124076,0.0895218700170517
467,1,-0.75,0.24509479583427038,0.09969492256641388
468,1,-0.75,0.24435951144676757,0.07668066024780273
469,1,-0.75,0.24362643291242728,0.07799898087978363
470,1,-0.75,0.24289555361369,0.07634449005126953
471,1,-0.75,0.24216686695284892,0.08897414803504944
472,1,-0.75,0.24144036635199037,0.06956460326910019
473,1,-0.75,0.24071604525293439,0.08011502772569656
474,3,-0.84,0.2399938971171756,0.08220568299293518
475,1,-0.75,0.23927391542582405,0.07337802648544312
476,2,-0.72,0.23855609367954658,0.09486139938235283
477,1,-0.75,0.23784042539850794,0.10092189908027649
478,1,-0.75,0.2371269041223124,0.09840274602174759
479,1,-0.75,0.23641552340994548,0.06484462320804596
480,1,-0.75,0.23570627683971565,0.08449718356132507
481,1,-0.75,0.2349991580091965,0.08222296833992004
482,1,-0.75,0.2342941605351689,0.06627676635980606
483,1,-0.75,0.23359127805356342,0.08173459768295288
484,1,-0.75,0.23289050421940272,0.10316640883684158
485,1,-0.75,0.2321918327067445,0.08274508267641068
486,1,-0.75,0.23149525720862427,0.08955115079879761
487,2,-0.72,0.2308007714369984,0.09078406542539597
488,1,-0.75,0.2301083691226874,0.10805529356002808
489,1,-0.75,0.22941804401531934,0.07635591924190521
490,2,-0.72,0.2287297898832734,0.08617477864027023
491,1,-0.75,0.22804360051362357,0.082578644156456
492,1,-0.75,0.2273594697120827,0.07759813964366913
493,2,-0.87,0.22667739130294645,0.06925793178379536
494,1,-0.75,0.22599735912903762,0.07566913217306137
495,1,-0.75,0.2253193670516505,0.07045330107212067
496,1,-0.75,0.22464340895049556,0.0875592976808548
497,1,-0.75,0.22396947872364406,0.07462505251169205
498,1,-0.75,0.22329757028747313,0.07935041189193726
499,1,-0.75,0.2226276775766107,0.10019049048423767
500,1,-0.75,0.22195979454388087,0.08806994557380676
501,1,-0.75,0.22129391516024924,0.0729195773601532
502,1,-0.75,0.2206300334147685,0.09243309497833252
503,1,-0.75,0.2199681433145242,0.06733435392379761
504,1,-0.75,0.21930823888458062,0.09008973836898804
505,3,-0.84,0.21865031416792688,0.0823029230038325
506,2,-0.72,0.2179943632254231,0.09063242748379707
507,1,-0.75,0.21734038013574683,0.08315853774547577
508,1,-0.75,0.21668835899533959,0.0811523050069809
509,1,-0.75,0.21603829391835358,0.08062821626663208
510,1,-0.75,0.21539017903659852,0.10392279922962189
511,1,-0.75,0.21474400849948871,0.0890011116862297
512,3,-0.84,0.21409977647399026,0.08314714084068935
513,1,-0.75,0.21345747714456828,0.09545460343360901
514,1,-0.75,0.21281710471313459,0.08268813788890839
