Episode,Steps,Total Reward,Epsilon,TD Error
413,2,-0.87,0.28826740662554257,0.13848742470145226
414,1,-0.75,0.28740260440566595,0.14626868069171906
415,1,-0.75,0.28654039659244895,0.11532341688871384
416,1,-0.75,0.2856807754026716,0.11323513835668564
417,1,-0.75,0.2848237330764636,0.12861911952495575
418,1,-0.75,0.2839692618772342,0.12455108016729355
419,1,-0.75,0.2831173540916025,0.17131534218788147
420,1,-0.75,0.28226800202932767,0.14555783569812775
421,7,-1.02,0.28142119802323967,0.13910008754049027
422,2,-0.72,0.28057693442917,0.1423090621829033
423,1,-0.75,0.27973520362588244,0.14050643146038055
424,1,-0.75,0.2788959980150048,0.14997509121894836
425,1,-0.75,0.2780593100209598,0.1283300518989563
426,1,-0.75,0.2772251320908969,0.12595996260643005
427,1,-0.75,0.2763934566946242,0.15031184256076813
428,1,-0.75,0.2755642763245403,0.15067200362682343
429,1,-0.75,0.27473758349556665,0.13005749881267548
430,1,-0.75,0.27391337074507993,0.14563842117786407
431,1,-0.75,0.2730916306328447,0.16805152595043182
432,1,-0.75,0.27227235574094616,0.14953652024269104
433,2,-0.87,0.2714555386737233,0.13967947661876678
434,1,-0.75,0.2706411720577021,0.13543620705604553
435,1,-0.75,0.269829248541529,0.14573250710964203
436,1,-0.75,0.2690197607959044,0.14711472392082214
437,1,-0.75,0.26821270151351667,0.12939070165157318
438,1,-0.75,0.2674080634089761,0.11713805049657822
439,1,-0.75,0.2666058392187492,0.1128142848610878
440,1,-0.75,0.26580602170109296,0.15275271236896515
441,1,-0.75,0.26500860363598966,0.11245701462030411
442,1,-0.75,0.2642135778250817,0.14578087627887726
443,1,-0.75,0.26342093709160647,0.11310534924268723
444,1,-0.75,0.26263067428033166,0.10877732187509537
445,1,-0.75,0.26184278225749064,0.11310463398694992
446,2,-0.87,0.26105725391071816,0.13620996475219727
447,2,-0.87,0.260274082148986,0.11703770235180855
448,1,-0.75,0.2594932599025391,0.13048620522022247
449,1,-0.75,0.25871478012283144,0.12496433407068253
450,1,-0.75,0.25793863578246295,0.12977099418640137
451,1,-0.75,0.2571648198751156,0.1396089345216751
452,1,-0.75,0.25639332541549026,0.1358834207057953
453,1,-0.75,0.2556241454392438,0.13635185360908508
454,1,-0.75,0.25485727300292604,0.11043291538953781
455,1,-0.75,0.25409270118391725,0.14169061183929443
456,1,-0.75,0.2533304230803655,0.11871948093175888
457,1,-0.75,0.25257043181112443,0.1127384677529335
